pdb	Hchain	Lchain	model	antigen_chain	antigen_type	antigen_het_name	antigen_name	short_header	date	compound	organism	heavy_species	light_species	antigen_species	authors	resolution	method	r_free	r_factor	scfv	engineered	heavy_subclass	light_subclass	light_ctype	affinity	delta_g	affinity_method	temperature	pmid
1mlc	B	A	0	E	protein	NA	hen egg white lysozyme	COMPLEX (ANTIBODY/ANTIGEN)	03/10/95	MONOCLONAL ANTIBODY FAB D44.1 RAISED AGAINST CHICKEN EGG-WHITE LYSOZYME COMPLEXED WITH LYSOZYME	MUS MUSCULUS; GALLUS GALLUS	mus musculus	mus musculus	gallus gallus	Braden, B.C., Souchon, H., Eisele, J.-L., Bentley, G.A., Bhat, T.N., Navaza, J., Poljak, R.J.	2.5	X-RAY DIFFRACTION	0.282	unknown	False	True	IGHV1	IGKV5	Kappa	9.1e-08	-9.6	SPR	25	10229844
1mlc	D	C	0	F	protein	NA	hen egg white lysozyme	COMPLEX (ANTIBODY/ANTIGEN)	03/10/95	MONOCLONAL ANTIBODY FAB D44.1 RAISED AGAINST CHICKEN EGG-WHITE LYSOZYME COMPLEXED WITH LYSOZYME	MUS MUSCULUS; GALLUS GALLUS	mus musculus	mus musculus	gallus gallus	Braden, B.C., Souchon, H., Eisele, J.-L., Bentley, G.A., Bhat, T.N., Navaza, J., Poljak, R.J.	2.5	X-RAY DIFFRACTION	0.282	unknown	False	True	IGHV1	IGKV5	Kappa	9.10e-08	-9.6	SPR	25	10229844
5fcu	H	L	0	G	protein	NA	clade a/e 93th057 hiv-1 gp120 core	VIRAL PROTEIN/IMMUNE SYSTEM	12/15/15	CRYSTAL STRUCTURE OF THE INNER DOMAIN OF CLADE A/E HIV-1 GP120 IN COMPLEX WITH THE ADCC-POTENT RHESUS MACAQUE ANTIBODY JR4	MACACA MULATTA; HUMAN IMMUNODEFICIENCY VIRUS 1	macaca mulatta	macaca mulatta	human immunodeficiency virus 1	Gohain, N., Tolbert, W.D., Pazgier, M.	1.85	X-RAY DIFFRACTION	0.223	0.184	False	True	IGHV4	IGLV1	Lambda	6.000000000000001e-09	-11.216608560689204	SPR	NA	TBD
4leo	A	B	0	C	protein	NA	receptor tyrosine-protein kinase erbb-3	Transferase/Immune System	06/26/13	Crystal structure of anti-HER3 Fab RG7116 in complex with the extracellular domains of human Her3 (ERBB3)	MUS MUSCULUS; HOMO SAPIENS	mus musculus	mus musculus	homo sapiens	Schiller C.B., Hopfner K.P.	2.64	X-RAY DIFFRACTION	0.258	0.228	False	True	IGHV1	IGKV4	Kappa	5e-10	-12.68887519701207	SPR	NA	TBD
5wi9	H	L	0	A	protein	NA	beta-klotho	STRUCTURAL PROTEIN	07/18/17	Crystal structure of KL with an agonist Fab	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Johnstone, S., Min, X., Wang, Z.	2.7	X-RAY DIFFRACTION	0.27	0.21600000000000005	False	True	IGHV3	IGKV3	Kappa	8.6e-11	-13.731800994840723	SPR	NA	TBD
5wi9	F	E	0	B	protein	NA	beta-klotho	STRUCTURAL PROTEIN	07/18/17	Crystal structure of KL with an agonist Fab	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Johnstone, S., Min, X., Wang, Z.	2.7	X-RAY DIFFRACTION	0.27	0.21600000000000005	False	True	IGHV3	IGKV3	Kappa	8.6e-11	-13.731800994840723	SPR	NA	TBD
5te4	H	L	0	G	protein	NA	hiv-1 clade g strain x2088 gp120	IMMUNE SYSTEM	09/20/16	Crystal Structure of Broadly Neutralizing VRC01-class Antibody N6 in Complex with HIV-1 Clade G Strain X2088 gp120 Core	HUMAN IMMUNODEFICIENCY VIRUS 1; HOMO SAPIENS	homo sapiens	homo sapiens	human immunodeficiency virus 1	Zhou, T., Kwong, P.D.	2.75	X-RAY DIFFRACTION	0.267	0.20800000000000002	False	True	unknown	unknown	unknown	9.900000000000001e-09	-10.919907375253752	SPR	NA	TBD
5te7	H	L	0	G	protein	NA	hiv-1 gp120 core	IMMUNE SYSTEM	09/20/16	Crystal Structure of Broadly Neutralizing VRC01-class Antibody N6 in Complex with HIV-1 Clade C Strain DU172.17 gp120 Core	HOMO SAPIENS; HUMAN IMMUNODEFICIENCY VIRUS 1	homo sapiens	homo sapiens	human immunodeficiency virus 1	Zhou, T., Kwong, P.D.	2.15	X-RAY DIFFRACTION	0.228	0.19	False	True	unknown	unknown	unknown	2.8100000000000004e-09	-11.666051859880756	SPR	NA	TBD
5d8j	H	L	0	A	protein	NA	fatty acid-binding protein, adipocyte	IMMUNE SYSTEM	08/17/15	Development of a therapeutic monoclonal antibody targeting secreted aP2 to treat type 2 diabetes.	MUS MUSCULUS; ORYCTOLAGUS CUNICULUS	oryctolagus cuniculus	oryctolagus cuniculus	mus musculus	Doyle, C., Birrane, G.	3.0	X-RAY DIFFRACTION	0.26899999999999996	0.205	False	True	IGHV1	IGKV4	Kappa	1.78e-09	-11.936562796672279	SPR	NA	TBD
6eyo	H	L	0	A	protein	NA	immunoglobulin heavy constant epsilon	IMMUNE SYSTEM	11/13/17	Structure of extended IgE-Fc in complex with two anti-IgE Fabs	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Chen, J.B., Ramadani, F., Pang, M.O.Y., Beavil, R.L., Holdom, M.D., Mitropoulou, A.N., Beavil, A.J., Gould, H.J., Chang, T.W., Sutton, B.J., McDonnell, J.M., Davies, A.M.	3.7	X-RAY DIFFRACTION	0.28800000000000003	0.247	False	True	IGHV1	IGKV3	Kappa	2e-11	-14.596006591193015	SPR	NA	TBD
6eyo	I	M	0	B	protein	NA	immunoglobulin heavy constant epsilon	IMMUNE SYSTEM	11/13/17	Structure of extended IgE-Fc in complex with two anti-IgE Fabs	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Chen, J.B., Ramadani, F., Pang, M.O.Y., Beavil, R.L., Holdom, M.D., Mitropoulou, A.N., Beavil, A.J., Gould, H.J., Chang, T.W., Sutton, B.J., McDonnell, J.M., Davies, A.M.	3.7	X-RAY DIFFRACTION	0.28800000000000003	0.247	False	True	IGHV1	IGKV3	Kappa	2e-11	-14.596006591193015	SPR	NA	TBD
3uaj	C	D	0	B	protein	NA	envelope protein	VIRAL PROTEIN/IMMUNE SYSTEM	10/21/11	Crystal structure of the envelope glycoprotein ectodomain from dengue virus serotype 4 in complex with the fab fragment of the chimpanzee monoclonal antibody 5H2	DENGUE VIRUS 4; PAN TROGLODYTES	pan troglodytes	pan troglodytes	dengue virus 4	Cockburn, J.J.B., Stura, E.A., Navarro-Sanchez, M.E., Rey, F.A.	3.232	X-RAY DIFFRACTION	0.246	0.241	False	True	IGHV4	IGKV1	Kappa	2.9e-09	-11.647373069103503	Unknown	NA	TBD
3uaj	H	L	0	A	protein	NA	envelope protein	VIRAL PROTEIN/IMMUNE SYSTEM	10/21/11	Crystal structure of the envelope glycoprotein ectodomain from dengue virus serotype 4 in complex with the fab fragment of the chimpanzee monoclonal antibody 5H2	DENGUE VIRUS 4; PAN TROGLODYTES	pan troglodytes	pan troglodytes	dengue virus 4	Cockburn, J.J.B., Stura, E.A., Navarro-Sanchez, M.E., Rey, F.A.	3.232	X-RAY DIFFRACTION	0.246	0.241	False	True	IGHV4	IGKV1	Kappa	2.9e-09	-11.647373069103503	Unknown	NA	TBD
2uzi	H	L	0	R	protein	NA	gtpase hras	SIGNALING PROTEIN/IMMUNE SYSTEM	04/27/07	Crystal structure of HRAS(G12V) - anti-RAS Fv complex	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Tanaka, T., williams, R.L., Rabbitts, T.H.	2.0	X-RAY DIFFRACTION	0.271	0.19399999999999998	False	True	IGHV3	IGKV1	Kappa	6.20e-09	-11.19	SPR	25	17568777
3hi1	H	L	0	G	protein	NA	glycoprotein 120	STRUCTURAL PROTEIN/Immune System	05/18/09	Structure of HIV-1 gp120 (core with V3) in Complex with CD4-Binding-Site Antibody F105	HUMAN IMMUNODEFICIENCY VIRUS TYPE 1; HOMO SAPIENS	homo sapiens	homo sapiens	human immunodeficiency virus type 1	Kwon, Y.D., Chen, L., Zhou, T., Wu, X., O'Dell, S., Cavacini, L., Hessell, A.J., Pancera, M., Tang, M., Xu, L., Yang, Z., Zhang, M.-Y., Arthos, J., Burton, D.R., Dimitrov, D., Nabel, G.J., Posner, M., Sodroski, J., Wyatt, R., Mascola, J.R., Kwong, P.D.	2.9	X-RAY DIFFRACTION	0.243	0.202	False	False	IGHV4	IGKV3	Kappa	1.1200000000000001e-08	-10.84	SPR	NA	19965434
3hi1	B	A	0	J	protein	NA	glycoprotein 120	STRUCTURAL PROTEIN/Immune System	05/18/09	Structure of HIV-1 gp120 (core with V3) in Complex with CD4-Binding-Site Antibody F105	HUMAN IMMUNODEFICIENCY VIRUS TYPE 1; HOMO SAPIENS	homo sapiens	homo sapiens	human immunodeficiency virus type 1	Kwon, Y.D., Chen, L., Zhou, T., Wu, X., O'Dell, S., Cavacini, L., Hessell, A.J., Pancera, M., Tang, M., Xu, L., Yang, Z., Zhang, M.-Y., Arthos, J., Burton, D.R., Dimitrov, D., Nabel, G.J., Posner, M., Sodroski, J., Wyatt, R., Mascola, J.R., Kwong, P.D.	2.9	X-RAY DIFFRACTION	0.243	0.202	False	False	IGHV4	IGKV3	Kappa	1.12e-08	-10.84	SPR	NA	19965434
3hi6	H	L	0	A	protein	NA	integrin alpha-l	cell adhesion/immune system	05/19/09	Crystal structure of intermediate affinity I domain of integrin LFA-1 with the Fab fragment of its antibody AL-57	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Zhang, H., Wang, J.	2.3	X-RAY DIFFRACTION	0.226	0.17	False	True	IGHV3	IGKV1	Kappa	4.7e-06	-7.26	SPR	NA	19805116
3hi6	X	Y	0	B	protein	NA	integrin alpha-l	cell adhesion/immune system	05/19/09	Crystal structure of intermediate affinity I domain of integrin LFA-1 with the Fab fragment of its antibody AL-57	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Zhang, H., Wang, J.	2.3	X-RAY DIFFRACTION	0.226	0.17	False	True	IGHV3	IGKV1	Kappa	4.70e-06	-7.26	SPR	NA	19805116
5j56	B	NA	0	A	protein	NA	ricin	HYDROLASE/IMMUNE SYSTEM	04/01/16	RTA-V1C7	RICINUS COMMUNIS; LAMA GLAMA	lama glama	NA	ricinus communis	Rudolph, M.J.	1.8	X-RAY DIFFRACTION	0.21	0.17300000000000001	False	True	IGHV1	NA	NA	3.2000000000000005e-09	-11.589048932503637	SPR	NA	TBD
5j57	B	NA	0	A	protein	NA	ricin	HYDROLASE/IMMUNE SYSTEM	04/01/16	V5E1-RTA complex	RICINUS COMMUNIS; VICUGNA PACOS	vicugna pacos	NA	ricinus communis	Rudolph, M.J.	1.7	X-RAY DIFFRACTION	0.19	0.163	False	True	IGHV1	NA	NA	2.0000000000000002e-11	-14.596006591193015	SPR	NA	TBD
1dee	B	A	0	NA	NA	NA	NA	IMMUNE SYSTEM	11/15/99	CRYSTAL STRUCTURE AT 2.7A RESOLUTION OF A COMPLEX BETWEEN A STAPHYLOCOCCUS AUREUS DOMAIN AND A FAB FRAGMENT OF A HUMAN IGM ANTIBODY	STAPHYLOCOCCUS AUREUS; HOMO SAPIENS	homo sapiens	homo sapiens	NA	Graille, M., Stura, E.A., Corper, A.L., Sutton, B.J., Taussig, M.J., Charbonnier, J.B., Silverman, G.J.	2.7	X-RAY DIFFRACTION	0.281	0.217	False	False	IGHV3	IGKV1	Kappa	4e-07	-8.728351841232218	Unknown	NA	TBD
1dee	D	C	0	G	protein	NA	immunoglobulin g binding protein a	IMMUNE SYSTEM	11/15/99	CRYSTAL STRUCTURE AT 2.7A RESOLUTION OF A COMPLEX BETWEEN A STAPHYLOCOCCUS AUREUS DOMAIN AND A FAB FRAGMENT OF A HUMAN IGM ANTIBODY	STAPHYLOCOCCUS AUREUS; HOMO SAPIENS	homo sapiens	homo sapiens	staphylococcus aureus	Graille, M., Stura, E.A., Corper, A.L., Sutton, B.J., Taussig, M.J., Charbonnier, J.B., Silverman, G.J.	2.7	X-RAY DIFFRACTION	0.281	0.217	False	False	IGHV3	IGKV1	Kappa	4e-07	-8.728351841232218	Unknown	NA	TBD
1dee	F	E	0	H	protein	NA	immunoglobulin g binding protein a	IMMUNE SYSTEM	11/15/99	CRYSTAL STRUCTURE AT 2.7A RESOLUTION OF A COMPLEX BETWEEN A STAPHYLOCOCCUS AUREUS DOMAIN AND A FAB FRAGMENT OF A HUMAN IGM ANTIBODY	STAPHYLOCOCCUS AUREUS; HOMO SAPIENS	homo sapiens	homo sapiens	staphylococcus aureus	Graille, M., Stura, E.A., Corper, A.L., Sutton, B.J., Taussig, M.J., Charbonnier, J.B., Silverman, G.J.	2.7	X-RAY DIFFRACTION	0.281	0.217	False	False	IGHV3	IGKV1	Kappa	4e-07	-8.728351841232218	Unknown	NA	TBD
4uu9	A	B	0	C	protein	NA	complement c5	IMMUNE SYSTEM	07/25/14	Crystal structure of the human c5a in complex with MEDI7814 a  neutralising antibody	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Colley, C., Sridharan, S., Dobson, C., Popovic, B., Debreczeni, J.E., Hargreaves, D., Edwards, B., Brennan, J., England, L., Fung, S., An Eghobamien, L., Sivars, U., Woods, R., Flavell, L., Renshaw, G.J., Wickson, K., Wilkinson, T., Davies, R., Bonnell, J., Warrener, P., Howes, R., Vaughan, T.	2.12	X-RAY DIFFRACTION	0.20163	0.17456	False	True	IGHV3	IGLV2	Lambda	1.4e-11	-14.80733067454163	SPR	NA	TBD
4uu9	H	L	0	D	protein	NA	complement c5	IMMUNE SYSTEM	07/25/14	Crystal structure of the human c5a in complex with MEDI7814 a  neutralising antibody	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Colley, C., Sridharan, S., Dobson, C., Popovic, B., Debreczeni, J.E., Hargreaves, D., Edwards, B., Brennan, J., England, L., Fung, S., An Eghobamien, L., Sivars, U., Woods, R., Flavell, L., Renshaw, G.J., Wickson, K., Wilkinson, T., Davies, R., Bonnell, J., Warrener, P., Howes, R., Vaughan, T.	2.12	X-RAY DIFFRACTION	0.20163	0.17456	False	True	IGHV3	IGLV2	Lambda	1.4e-11	-14.80733067454163	SPR	NA	TBD
1nca	H	L	0	N	protein	NA	influenza a subtype n9 neuraminidase	HYDROLASE(O-GLYCOSYL)	01/21/92	REFINED CRYSTAL STRUCTURE OF THE INFLUENZA VIRUS N9 NEURAMINIDASE-NC41 FAB COMPLEX	INFLUENZA A VIRUS; MUS MUSCULUS	mus musculus	mus musculus	influenza a virus	Tulip, W.R., Varghese, J.N., Colman, P.M.	2.5	X-RAY DIFFRACTION	unknown	0.191	False	False	IGHV9	IGKV6	Kappa	8.30e-09	-11.02	Other	25	9692956
1fsk	I	H	0	G	protein	NA	major pollen allergen bet v 1-a	IMMUNE SYSTEM	09/11/00	COMPLEX FORMATION BETWEEN A FAB FRAGMENT OF A MONOCLONAL IGG ANTIBODY AND THE MAJOR ALLERGEN FROM BIRCH POLLEN BET V 1	BETULA PENDULA; MUS MUSCULUS	mus musculus	mus musculus	betula pendula	Mirza, O., Henriksen, A., Ipsen, H., Larsen, J., Wissenbach, M., Spangfort, M., Gajhede, M.	2.9	X-RAY DIFFRACTION	0.285	0.253	False	True	IGHV1	IGKV6	Kappa	2.4e-10	-13.12373995487015	Unknown	NA	TBD
1fsk	L	K	0	J	protein	NA	major pollen allergen bet v 1-a	IMMUNE SYSTEM	09/11/00	COMPLEX FORMATION BETWEEN A FAB FRAGMENT OF A MONOCLONAL IGG ANTIBODY AND THE MAJOR ALLERGEN FROM BIRCH POLLEN BET V 1	BETULA PENDULA; MUS MUSCULUS	mus musculus	mus musculus	betula pendula	Mirza, O., Henriksen, A., Ipsen, H., Larsen, J., Wissenbach, M., Spangfort, M., Gajhede, M.	2.9	X-RAY DIFFRACTION	0.285	0.253	False	True	IGHV1	IGKV6	Kappa	2.4e-10	-13.12373995487015	Unknown	NA	TBD
1fsk	F	E	0	D	protein	NA	major pollen allergen bet v 1-a	IMMUNE SYSTEM	09/11/00	COMPLEX FORMATION BETWEEN A FAB FRAGMENT OF A MONOCLONAL IGG ANTIBODY AND THE MAJOR ALLERGEN FROM BIRCH POLLEN BET V 1	BETULA PENDULA; MUS MUSCULUS	mus musculus	mus musculus	betula pendula	Mirza, O., Henriksen, A., Ipsen, H., Larsen, J., Wissenbach, M., Spangfort, M., Gajhede, M.	2.9	X-RAY DIFFRACTION	0.285	0.253	False	True	IGHV1	IGKV6	Kappa	2.4e-10	-13.12373995487015	Unknown	NA	TBD
1fsk	C	B	0	A	protein	NA	major pollen allergen bet v 1-a	IMMUNE SYSTEM	09/11/00	COMPLEX FORMATION BETWEEN A FAB FRAGMENT OF A MONOCLONAL IGG ANTIBODY AND THE MAJOR ALLERGEN FROM BIRCH POLLEN BET V 1	BETULA PENDULA; MUS MUSCULUS	mus musculus	mus musculus	betula pendula	Mirza, O., Henriksen, A., Ipsen, H., Larsen, J., Wissenbach, M., Spangfort, M., Gajhede, M.	2.9	X-RAY DIFFRACTION	0.285	0.253	False	True	IGHV1	IGKV6	Kappa	2.4e-10	-13.12373995487015	Unknown	NA	TBD
1p2c	B	A	0	C	protein	NA	lysozyme c	IMMUNE SYSTEM/HYDROLASE	04/15/03	crystal structure analysis of an anti-lysozyme antibody	MUS MUSCULUS; GALLUS GALLUS	mus musculus	mus musculus	gallus gallus	Cauerhff, A., Goldbaum, F.A., Braden, B.C.	2.0	X-RAY DIFFRACTION	0.242	0.204	False	False	IGHV1	IGKV5	Kappa	9.8e-11	-13.65	SPR	25	14988501
1p2c	E	D	0	F	protein	NA	lysozyme c	IMMUNE SYSTEM/HYDROLASE	04/15/03	crystal structure analysis of an anti-lysozyme antibody	MUS MUSCULUS; GALLUS GALLUS	mus musculus	mus musculus	gallus gallus	Cauerhff, A., Goldbaum, F.A., Braden, B.C.	2.0	X-RAY DIFFRACTION	0.242	0.204	False	False	IGHV1	IGKV5	Kappa	9.80e-11	-13.65	SPR	25	14988501
3wd5	H	L	0	A	protein	NA	tumor necrosis factor	IMMUNE SYSTEM	06/06/13	Crystal structure of TNFalpha in complex with Adalimumab Fab fragment	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Hu, S., Liang, S.Y., Guo, Y.J., Lou, Z.Y.	3.1010000000000004	X-RAY DIFFRACTION	0.275	0.187	False	True	IGHV3	IGKV1	Kappa	1.1500000000000002e-10	-13.559634224160162	TBD	SPR	NA
4rdq	G	F	0	E	protein	NA	bestrophin-1	TRANSPORT PROTEIN	09/19/14	Calcium-activated chloride channel bestrophin-1, from chicken, in complex with Fab antibody fragments, chloride and calcium	GALLUS GALLUS; MUS MUSCULUS	mus musculus	mus musculus	gallus gallus	Dickson, V.K., Pedi, L., Long, S.B.	2.85	X-RAY DIFFRACTION	0.23399999999999999	0.217	False	False	IGHV1	IGKV12	Kappa	1.5000000000000002e-08	-10.67372125591851	Unknown	NA	TBD
4rdq	O	N	0	D	protein	NA	bestrophin-1	TRANSPORT PROTEIN	09/19/14	Calcium-activated chloride channel bestrophin-1, from chicken, in complex with Fab antibody fragments, chloride and calcium	GALLUS GALLUS; MUS MUSCULUS	mus musculus	mus musculus	gallus gallus	Dickson, V.K., Pedi, L., Long, S.B.	2.85	X-RAY DIFFRACTION	0.23399999999999999	0.217	False	False	IGHV1	IGKV12	Kappa	1.5000000000000002e-08	-10.67372125591851	Unknown	NA	TBD
4rdq	K	J	0	B	protein	NA	bestrophin-1	TRANSPORT PROTEIN	09/19/14	Calcium-activated chloride channel bestrophin-1, from chicken, in complex with Fab antibody fragments, chloride and calcium	GALLUS GALLUS; MUS MUSCULUS	mus musculus	mus musculus	gallus gallus	Dickson, V.K., Pedi, L., Long, S.B.	2.85	X-RAY DIFFRACTION	0.23399999999999999	0.217	False	False	IGHV1	IGKV12	Kappa	1.5000000000000002e-08	-10.67372125591851	Unknown	NA	TBD
4rdq	M	L	0	C	protein	NA	bestrophin-1	TRANSPORT PROTEIN	09/19/14	Calcium-activated chloride channel bestrophin-1, from chicken, in complex with Fab antibody fragments, chloride and calcium	GALLUS GALLUS; MUS MUSCULUS	mus musculus	mus musculus	gallus gallus	Dickson, V.K., Pedi, L., Long, S.B.	2.85	X-RAY DIFFRACTION	0.23399999999999999	0.217	False	False	IGHV1	IGKV12	Kappa	1.5000000000000002e-08	-10.67372125591851	Unknown	NA	TBD
4rdq	I	H	0	A	protein	NA	bestrophin-1	TRANSPORT PROTEIN	09/19/14	Calcium-activated chloride channel bestrophin-1, from chicken, in complex with Fab antibody fragments, chloride and calcium	GALLUS GALLUS; MUS MUSCULUS	mus musculus	mus musculus	gallus gallus	Dickson, V.K., Pedi, L., Long, S.B.	2.85	X-RAY DIFFRACTION	0.23399999999999999	0.217	False	False	IGHV1	IGKV12	Kappa	1.5000000000000002e-08	-10.67372125591851	Unknown	NA	TBD
4ypg	H	L	0	D	protein	NA	interferon alpha-2	IMMUNE SYSTEM	03/12/15	Structural Insights Into the Neutralization Properties of a Human Anti-Interferon Monoclonal Antibody	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Oganesyan, V., Dall'Acqua, W.F.	3.0	X-RAY DIFFRACTION	0.272	0.206	False	True	IGHV1	IGKV3	Kappa	4.3999999999999997e-11	-14.128858472801308	SPR	NA	TBD
4ypg	B	A	0	C	protein	NA	interferon alpha-2	IMMUNE SYSTEM	03/12/15	Structural Insights Into the Neutralization Properties of a Human Anti-Interferon Monoclonal Antibody	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Oganesyan, V., Dall'Acqua, W.F.	3.0	X-RAY DIFFRACTION	0.272	0.206	False	True	IGHV1	IGKV3	Kappa	4.3999999999999997e-11	-14.128858472801308	SPR	NA	TBD
5nqw	C	NA	0	B	protein	NA	immunoglobulin heavy constant epsilon	IMMUNE SYSTEM	04/21/17	IgE-Fc in complex with single domain antibody 026	HOMO SAPIENS; LAMA GLAMA	lama glama	NA	homo sapiens	Laursen, N.S., Jabs, F., Spillner, E., Andersen, G.R.	3.4	X-RAY DIFFRACTION	0.241	0.212	False	True	IGHV3	NA	NA	1.4e-09	-12.078842495721123	SPR	NA	TBD
5nqw	D	NA	0	A	protein	NA	immunoglobulin heavy constant epsilon	IMMUNE SYSTEM	04/21/17	IgE-Fc in complex with single domain antibody 026	HOMO SAPIENS; LAMA GLAMA	lama glama	NA	homo sapiens	Laursen, N.S., Jabs, F., Spillner, E., Andersen, G.R.	3.4	X-RAY DIFFRACTION	0.241	0.212	False	True	IGHV3	NA	NA	1.4e-09	-12.078842495721123	SPR	NA	TBD
2ybr	G	H	0	I	protein	NA	beta-mammal toxin cn2	IMMUNE SYSTEM/TOXIN	03/09/11	Crystal structure of the human derived single chain antibody fragment  (scFv) 9004G in complex with Cn2 toxin from the scorpion Centruroides  noxius Hoffmann	HOMO SAPIENS; CENTRUROIDES NOXIUS HOFFMANN	homo sapiens	homo sapiens	centruroides noxius hoffmann	Canul-Tec, J.C., Riano-Umbarila, L., Rudino-Pinera, E., Becerril, B., Possani, L.D., Torres-Larios, A.	2.55	X-RAY DIFFRACTION	0.24673	0.19183	False	True	IGHV3	IGKV3	Kappa	2.1e-10	-13.202855125767853	SPR	NA	TBD
2ybr	D	E	0	F	protein	NA	beta-mammal toxin cn2	IMMUNE SYSTEM/TOXIN	03/09/11	Crystal structure of the human derived single chain antibody fragment  (scFv) 9004G in complex with Cn2 toxin from the scorpion Centruroides  noxius Hoffmann	HOMO SAPIENS; CENTRUROIDES NOXIUS HOFFMANN	homo sapiens	homo sapiens	centruroides noxius hoffmann	Canul-Tec, J.C., Riano-Umbarila, L., Rudino-Pinera, E., Becerril, B., Possani, L.D., Torres-Larios, A.	2.55	X-RAY DIFFRACTION	0.24673	0.19183	False	True	IGHV3	IGKV3	Kappa	2.1e-10	-13.202855125767853	SPR	NA	TBD
2ybr	A	B	0	C	protein	NA	beta-mammal toxin cn2	IMMUNE SYSTEM/TOXIN	03/09/11	Crystal structure of the human derived single chain antibody fragment  (scFv) 9004G in complex with Cn2 toxin from the scorpion Centruroides  noxius Hoffmann	HOMO SAPIENS; CENTRUROIDES NOXIUS HOFFMANN	homo sapiens	homo sapiens	centruroides noxius hoffmann	Canul-Tec, J.C., Riano-Umbarila, L., Rudino-Pinera, E., Becerril, B., Possani, L.D., Torres-Larios, A.	2.55	X-RAY DIFFRACTION	0.24673	0.19183	False	True	IGHV3	IGKV3	Kappa	2.1e-10	-13.202855125767853	SPR	NA	TBD
1bj1	H	L	0	W	protein	NA	vascular endothelial growth factor	COMPLEX (ANTIBODY/ANTIGEN)	06/30/98	VASCULAR ENDOTHELIAL GROWTH FACTOR IN COMPLEX WITH A NEUTRALIZING ANTIBODY	MUS MUSCULUS; HOMO SAPIENS	mus musculus	mus musculus	homo sapiens	Muller, Y.A., Christinger, H.W., De Vos, A.M.	2.4	X-RAY DIFFRACTION	0.266	0.196	False	True	IGHV7	IGKV1	Kappa	3.4000000000000003e-09	-11.55	SPR	25	9753694
1bj1	K	J	0	V	protein	NA	vascular endothelial growth factor	COMPLEX (ANTIBODY/ANTIGEN)	06/30/98	VASCULAR ENDOTHELIAL GROWTH FACTOR IN COMPLEX WITH A NEUTRALIZING ANTIBODY	MUS MUSCULUS; HOMO SAPIENS	mus musculus	mus musculus	homo sapiens	Muller, Y.A., Christinger, H.W., De Vos, A.M.	2.4	X-RAY DIFFRACTION	0.266	0.196	False	True	IGHV7	IGKV1	Kappa	3.40e-09	-11.55	SPR	25	9753694
4h88	H	L	0	A	protein	NA	major prion protein	IMMUNE SYSTEM	09/21/12	Structure of POM1 FAB fragment complexed with mouse PrPc Fragment 120-230	MUS MUSCULUS	mus musculus	mus musculus	mus musculus	Baral, P.K., Wieland, B., Swayampakula, M., James, M.N.	1.9	X-RAY DIFFRACTION	0.23399999999999999	0.19899999999999998	False	False	IGHV1	IGKV5	Kappa	2.9e-09	-11.647373069103503	SPR	NA	TBD
3uc0	I	M	0	B	protein	NA	envelope protein	VIRAL PROTEIN/IMMUNE SYSTEM	10/25/11	Crystal structure of domain I of the envelope glycoprotein ectodomain from dengue virus serotype 4 in complex with the fab fragment of the chimpanzee monoclonal antibody 5H2	DENGUE VIRUS 4; PAN TROGLODYTES	pan troglodytes	pan troglodytes	dengue virus 4	Cockburn, J.J.B., Stura, E.A., Navarro-Sanchez, M.E., Rey, F.A.	2.71	X-RAY DIFFRACTION	0.252	0.22	False	True	IGHV4	IGKV1	Kappa	1.3e-09	-12.6	Other	37	22139356
3uc0	H	L	0	A	protein	NA	envelope protein	VIRAL PROTEIN/IMMUNE SYSTEM	10/25/11	Crystal structure of domain I of the envelope glycoprotein ectodomain from dengue virus serotype 4 in complex with the fab fragment of the chimpanzee monoclonal antibody 5H2	DENGUE VIRUS 4; PAN TROGLODYTES	pan troglodytes	pan troglodytes	dengue virus 4	Cockburn, J.J.B., Stura, E.A., Navarro-Sanchez, M.E., Rey, F.A.	2.71	X-RAY DIFFRACTION	0.252	0.22	False	True	IGHV4	IGKV1	Kappa	1.30e-09	-12.6	Other	37	22139356
2jel	H	L	0	P	protein	NA	histidine-containing protein	COMPLEX (ANTIBODY/ANTIGEN)	02/24/98	JEL42 FAB/HPR COMPLEX	MUS MUSCULUS; ESCHERICHIA COLI	mus musculus	mus musculus	escherichia coli	Prasad, L., Waygood, E.B., Lee, J.S., Delbaere, L.T.J.	2.5	X-RAY DIFFRACTION	0.28	0.21	False	False	IGHV1	IGKV1	Kappa	3.70e-09	-11.49	Other	23	9671548
